Area	Textura	Sistema	Profundidade	Agregado	Replicate	P_Labil	P_nao_Labil	 P_Lab_Per	P_total
Dourados	argiloso	CT	0_5	c+s	3	126.64	250.55	33.57	377.18
Dourados	argiloso	NT	0_5	c+s	1	188.37	250.55	42.92	438.92
Dourados	argiloso	NT	0_5	c+s	2	191.01	250.55	43.26	441.56
Dourados	argiloso	NT	0_5	c+s	3	187.32	250.55	42.78	437.86
Dourados	argiloso	EP	0_5	c+s	1	35.88	250.55	12.53	286.43
Dourados	argiloso	EP	0_5	c+s	2	33.77	250.55	11.88	284.32
Dourados	argiloso	EP	0_5	c+s	3	32.71	250.55	11.55	283.26
Dourados	argiloso	NV	0_5	c+s	1	30.60	250.55	10.89	281.15
Dourados	argiloso	NV	0_5	c+s	2	30.60	250.55	10.89	281.15
Dourados	argiloso	NV	0_5	c+s	3	29.02	250.55	10.38	279.57
Dourados	argiloso	ICLA	0_5	c+s	1	90.76	250.55	26.59	341.30
Dourados	argiloso	ICLA	0_5	c+s	2	88.65	250.55	26.13	339.19
Dourados	argiloso	ICLA	0_5	c+s	3	88.65	250.55	26.13	339.19
Dourados	argiloso	ICLB	0_5	c+s	1	120.83	250.55	32.54	371.38
Dourados	argiloso	ICLB	0_5	c+s	2	120.30	250.55	32.44	370.85
Dourados	argiloso	ICLB	0_5	c+s	3	121.89	250.55	32.73	372.44
Dourados	argiloso	CT	5_15	grande	1	43.58	652.23	6.26	695.81
Dourados	argiloso	CT	5_15	grande	2	41.68	608.22	6.41	649.91
Dourados	argiloso	CT	5_15	grande	3	47.55	628.88	7.03	676.43
Dourados	argiloso	NT	5_15	grande	1	49.92	616.47	7.49	666.38
Dourados	argiloso	NT	5_15	grande	2	54.08	622.78	7.99	676.85
Dourados	argiloso	NT	5_15	grande	3	48.81	633.52	7.15	682.33
Dourados	argiloso	EP	5_15	grande	1	4.96	74.95	6.21	79.91
Dourados	argiloso	EP	5_15	grande	2	6.17	61.47	9.12	67.64
Dourados	argiloso	EP	5_15	grande	3	7.28	67.22	9.77	74.49
Dourados	argiloso	NV	5_15	grande	1	5.59	102.86	5.15	108.44
Dourados	argiloso	NV	5_15	grande	2	3.69	125.79	2.85	129.48
Dourados	argiloso	NV	5_15	grande	3	3.80	119.87	3.07	123.67
Dourados	argiloso	ICLA	5_15	grande	1	20.15	576.55	3.38	596.70
Dourados	argiloso	ICLA	5_15	grande	2	18.26	577.03	3.07	595.29
Dourados	argiloso	ICLA	5_15	grande	3	18.47	559.58	3.19	578.04
Dourados	argiloso	ICLB	5_15	grande	1	12.61	520.15	2.37	532.76
Dourados	argiloso	ICLB	5_15	grande	2	11.82	494.31	2.34	506.13
Dourados	argiloso	ICLB	5_15	grande	3	15.92	508.04	3.04	523.96
Dourados	argiloso	CT	5_15	macro	1	67.43	600.33	10.10	667.77
Dourados	argiloso	CT	5_15	macro	2	69.02	547.85	11.19	616.86
Dourados	argiloso	CT	5_15	macro	3	68.07	564.53	10.76	632.59
Dourados	argiloso	NT	5_15	macro	1	48.23	579.91	7.68	628.14
Dourados	argiloso	NT	5_15	macro	2	47.59	588.20	7.49	635.79
Dourados	argiloso	NT	5_15	macro	3	47.70	546.63	8.03	594.33
Dourados	argiloso	EP	5_15	macro	1	6.12	12.98	32.05	19.10
Dourados	argiloso	EP	5_15	macro	2	5.28	26.93	16.38	32.21
Dourados	argiloso	EP	5_15	macro	3	5.49	21.42	20.40	26.90
Dourados	argiloso	NV	5_15	macro	1	5.59	54.28	9.34	59.87
Dourados	argiloso	NV	5_15	macro	2	5.59	54.86	9.25	60.45
Dourados	argiloso	NV	5_15	macro	3	5.91	24.82	19.23	30.73
Dourados	argiloso	ICLA	5_15	macro	1	23.43	479.29	4.66	502.72
Dourados	argiloso	ICLA	5_15	macro	2	22.79	486.31	4.48	509.10
Dourados	argiloso	ICLA	5_15	macro	3	23.53	467.33	4.79	490.86
Dourados	argiloso	ICLB	5_15	macro	1	18.89	473.43	3.84	492.32
Dourados	argiloso	ICLB	5_15	macro	2	19.42	456.20	4.08	475.62
Dourados	argiloso	ICLB	5_15	macro	3	19.63	429.41	4.37	449.04
Dourados	argiloso	CT	5_15	micro	1	49.81	799.51	5.86	849.32
Dourados	argiloso	CT	5_15	micro	2	50.13	728.96	6.43	779.08
Dourados	argiloso	CT	5_15	micro	3	56.55	864.68	6.14	921.23
Dourados	argiloso	NT	5_15	micro	1	73.13	779.71	8.58	852.84
Dourados	argiloso	NT	5_15	micro	2	72.60	743.32	8.90	815.92
Dourados	argiloso	NT	5_15	micro	3	67.92	767.16	8.13	835.08
Dourados	argiloso	EP	5_15	micro	1	8.44	22.38	27.39	30.82
Dourados	argiloso	EP	5_15	micro	2	8.13	33.78	19.39	41.91
Dourados	argiloso	EP	5_15	micro	3	8.55	53.08	13.87	61.63
Dourados	argiloso	NV	5_15	micro	1	9.81	40.22	19.62	50.03
Dourados	argiloso	NV	5_15	micro	2	10.03	33.21	23.19	43.24
Dourados	argiloso	NV	5_15	micro	3	9.71	46.43	17.29	56.14
Dourados	argiloso	ICLA	5_15	micro	1	41.09	608.35	6.33	649.44
Dourados	argiloso	ICLA	5_15	micro	2	33.98	567.31	5.65	601.29
Dourados	argiloso	ICLA	5_15	micro	3	39.45	576.32	6.41	615.78
Dourados	argiloso	ICLB	5_15	micro	1	17.20	799.25	2.11	816.45
Dourados	argiloso	ICLB	5_15	micro	2	20.46	787.62	2.53	808.08
Dourados	argiloso	ICLB	5_15	micro	3	17.31	777.17	2.18	794.48
Dourados	argiloso	CT	5_15	c+s	1	218.45	832.17	20.79	1050.62
Dourados	argiloso	CT	5_15	c+s	2	225.31	804.11	21.89	1029.42
Dourados	argiloso	CT	5_15	c+s	3	220.56	765.45	22.37	986.01
Dourados	argiloso	NT	5_15	c+s	1	202.62	446.50	31.21	649.12
Dourados	argiloso	NT	5_15	c+s	2	195.23	507.26	27.79	702.49
Dourados	argiloso	NT	5_15	c+s	3	199.45	506.38	28.26	705.83
Dourados	argiloso	EP	5_15	c+s	1	24.80	35.73	40.97	60.53
Dourados	argiloso	EP	5_15	c+s	2	19.00	38.15	33.24	57.15
Dourados	argiloso	EP	5_15	c+s	3	21.11	25.98	44.82	47.09
Dourados	argiloso	NV	5_15	c+s	1	26.38	22.61	53.85	48.99
Dourados	argiloso	NV	5_15	c+s	2	24.80	21.84	53.17	46.64
Dourados	argiloso	NV	5_15	c+s	3	24.27	33.01	42.37	57.28
Dourados	argiloso	ICLA	5_15	c+s	1	78.09	660.05	10.58	738.14
Dourados	argiloso	ICLA	5_15	c+s	2	76.51	615.81	11.05	692.32
Dourados	argiloso	ICLA	5_15	c+s	3	74.93	587.88	11.30	662.80
Dourados	argiloso	ICLB	5_15	c+s	1	92.34	632.29	12.74	724.63
Dourados	argiloso	ICLB	5_15	c+s	2	95.50	615.50	13.43	711.00
Dourados	argiloso	ICLB	5_15	c+s	3	93.39	575.17	13.97	668.56
Dourados	argiloso	CT	15_30	grande	1	16.25	83.03	16.37	99.28
Dourados	argiloso	CT	15_30	grande	2	15.41	82.70	15.70	98.11
Dourados	argiloso	CT	15_30	grande	3	18.83	78.67	19.31	97.50
Dourados	argiloso	NT	15_30	grande	1	21.13	101.37	17.25	122.50
Dourados	argiloso	NT	15_30	grande	2	26.45	93.51	22.05	119.96
Dourados	argiloso	NT	15_30	grande	3	19.55	99.23	16.46	118.78
Dourados	argiloso	EP	15_30	grande	1	4.12	40.67	9.19	44.78
Dourados	argiloso	EP	15_30	grande	2	4.54	40.78	10.01	45.32
Dourados	argiloso	EP	15_30	grande	3	4.64	38.64	10.73	43.28
Dourados	argiloso	NV	15_30	grande	1	3.48	38.50	8.30	41.98
Dourados	argiloso	NV	15_30	grande	2	3.27	38.19	7.89	41.46
Dourados	argiloso	NV	15_30	grande	3	3.38	36.14	8.55	39.52
Dourados	argiloso	ICLA	15_30	grande	1	14.04	90.34	13.45	104.38
Dourados	argiloso	ICLA	15_30	grande	2	14.35	91.52	13.56	105.87
Dourados	argiloso	ICLA	15_30	grande	3	14.46	92.90	13.47	107.36
Dourados	argiloso	ICLB	15_30	grande	1	20.47	68.94	22.90	89.41
Dourados	argiloso	ICLB	15_30	grande	2	19.10	69.23	21.62	88.33
Dourados	argiloso	ICLB	15_30	grande	3	19.63	67.62	22.50	87.25
Dourados	argiloso	CT	15_30	macro	1	12.66	182.54	6.49	195.20
Dourados	argiloso	CT	15_30	macro	2	12.35	181.55	6.37	193.90
Dourados	argiloso	CT	15_30	macro	3	12.77	190.94	6.27	203.71
Dourados	argiloso	NT	15_30	macro	1	21.14	114.99	15.53	136.12
Dourados	argiloso	NT	15_30	macro	2	19.30	108.94	15.05	128.24
Dourados	argiloso	NT	15_30	macro	3	15.83	103.06	13.31	118.89
Dourados	argiloso	EP	15_30	macro	1	5.07	40.28	11.17	45.35
Dourados	argiloso	EP	15_30	macro	2	5.28	47.86	9.93	53.13
Dourados	argiloso	EP	15_30	macro	3	4.85	45.82	9.58	50.68
Dourados	argiloso	NV	15_30	macro	1	4.01	36.69	9.85	40.70
Dourados	argiloso	NV	15_30	macro	2	4.43	43.39	9.27	47.83
Dourados	argiloso	NV	15_30	macro	3	4.12	45.87	8.23	49.99
Dourados	argiloso	ICLA	15_30	macro	1	24.80	95.39	20.63	120.19
Dourados	argiloso	ICLA	15_30	macro	2	21.95	101.31	17.81	123.26
Dourados	argiloso	ICLA	15_30	macro	3	23.11	99.23	18.89	122.34
Dourados	argiloso	ICLB	15_30	macro	1	13.09	88.81	12.84	101.90
Dourados	argiloso	ICLB	15_30	macro	2	13.09	90.94	12.58	104.03
Dourados	argiloso	ICLB	15_30	macro	3	13.93	97.35	12.52	111.28
Dourados	argiloso	CT	15_30	micro	1	25.09	204.84	10.91	229.93
Dourados	argiloso	CT	15_30	micro	2	24.77	211.58	10.48	236.35
Dourados	argiloso	CT	15_30	micro	3	31.41	222.58	12.37	253.99
Dourados	argiloso	NT	15_30	micro	1	31.73	184.12	14.70	215.86
Dourados	argiloso	NT	15_30	micro	2	29.73	206.83	12.57	236.56
Dourados	argiloso	NT	15_30	micro	3	24.21	195.80	11.00	220.00
Dourados	argiloso	EP	15_30	micro	1	6.65	113.76	5.52	120.41
Dourados	argiloso	EP	15_30	micro	2	5.54	102.15	5.15	107.69
Dourados	argiloso	EP	15_30	micro	3	6.75	110.37	5.77	117.12
Dourados	argiloso	NV	15_30	micro	1	5.59	123.41	4.34	129.00
Dourados	argiloso	NV	15_30	micro	2	4.85	126.75	3.69	131.61
Dourados	argiloso	NV	15_30	micro	3	5.49	127.63	4.12	133.11
Dourados	argiloso	ICLA	15_30	micro	1	17.94	159.94	10.09	177.88
Dourados	argiloso	ICLA	15_30	micro	2	18.57	165.44	10.09	184.01
Dourados	argiloso	ICLA	15_30	micro	3	18.47	146.15	11.22	164.62
Dourados	argiloso	ICLB	15_30	micro	1	14.14	123.74	10.26	137.88
Dourados	argiloso	ICLB	15_30	micro	2	16.46	129.06	11.31	145.52
Dourados	argiloso	ICLB	15_30	micro	3	14.88	122.91	10.80	137.79
Dourados	argiloso	CT	15_30	c+s	1	52.76	209.65	20.11	262.42
Dourados	argiloso	CT	15_30	c+s	2	53.82	189.75	22.10	243.57
Dourados	argiloso	CT	15_30	c+s	3	54.88	194.37	22.02	249.24
Dourados	argiloso	NT	15_30	c+s	1	138.77	250.11	35.68	388.88
Dourados	argiloso	NT	15_30	c+s	2	135.61	228.20	37.27	363.81
Dourados	argiloso	NT	15_30	c+s	3	139.30	252.49	35.55	391.79
Dourados	argiloso	EP	15_30	c+s	1	14.25	121.69	10.48	135.94
Dourados	argiloso	EP	15_30	c+s	2	15.30	118.43	11.44	133.73
Dourados	argiloso	EP	15_30	c+s	3	15.83	118.12	11.82	133.95
Dourados	argiloso	NV	15_30	c+s	1	19.52	124.47	13.56	143.99
Dourados	argiloso	NV	15_30	c+s	2	17.94	125.82	12.48	143.76
Dourados	argiloso	NV	15_30	c+s	3	17.41	107.76	13.91	125.17
Dourados	argiloso	ICLA	15_30	c+s	1	63.32	193.81	24.63	257.13
Dourados	argiloso	ICLA	15_30	c+s	2	59.62	208.29	22.25	267.92
Dourados	argiloso	ICLA	15_30	c+s	3	60.15	180.06	25.04	240.21
Dourados	argiloso	ICLB	15_30	c+s	1	47.49	141.97	25.07	189.46
Dourados	argiloso	ICLB	15_30	c+s	2	44.85	131.80	25.39	176.65
Dourados	argiloso	ICLB	15_30	c+s	3	45.91	126.44	26.64	172.35
Navirai	arenoso	NT	0_5	grande	1	37.87	187.82	16.78	225.69
Navirai	arenoso	NT	0_5	grande	2	40.59	207.01	16.39	247.59
Navirai	arenoso	NT	0_5	grande	3	39.02	166.04	19.03	205.06
Navirai	arenoso	EP	0_5	grande	1	16.28	133.87	10.84	150.14
Navirai	arenoso	EP	0_5	grande	2	14.09	93.72	13.07	107.81
Navirai	arenoso	EP	0_5	grande	3	14.61	108.92	11.83	123.52
Navirai	arenoso	ICLA	0_5	grande	1	9.91	183.39	5.13	193.30
Navirai	arenoso	ICLA	0_5	grande	2	10.85	192.04	5.35	202.89
Navirai	arenoso	ICLA	0_5	grande	3	10.54	168.28	5.89	178.82
Navirai	arenoso	ICLB	0_5	grande	1	28.80	213.25	11.90	242.05
